time,vibration_x,vibration_y
0.0,-0.5158696489388065,-0.6383763371947898
3.9063262954354575e-05,0.15163047850056732,0.10043663627581677
7.812652590870915e-05,0.1333683295298108,-0.026518880738558293
0.00011718978886306373,0.17970869027596334,0.24844083319693083
0.0001562530518174183,0.41464080315886864,0.5421006488320805
0.00019531631477177287,0.32102595403335143,0.35203999422904036
0.00023437957772612746,0.26024614638127325,0.20814763119190022
0.00027344284068048203,0.3525405082560323,0.2370333214160413
0.0003125061036348366,0.2582157112331836,0.4386710402835202
0.00035156936658919117,0.32461016770857,0.33803201541438604
0.00039063262954354574,0.5033939289677395,0.4330888971843902
0.0004296958924979003,0.40708037528350643,0.3919509580005602
0.0004687591554522549,0.21908987398616137,0.2798608816765596
0.0005078224184066095,0.6611380377858445,0.632877345476532
0.0005468856813609641,0.23230384553269345,0.2872042856839998
0.0005859489443153186,0.5492931426589976,0.44556083451153217
0.0006250122072696732,0.36748331540360846,0.49421070452882315
0.0006640754702240278,0.3100122832136374,0.35077132982854786
0.0007031387331783823,0.6301889073319797,0.6502755217838688
0.0007422019961327369,0.3752782268157879,0.5637625860202744
0.0007812652590870915,0.4690890829698944,0.2931793578810182
0.000820328522041446,0.22511244847935427,0.27627256004160894
0.0008593917849958006,0.5226278577919673,0.5582457215412573
0.0008984550479501552,0.47052016153530407,0.5402190293177008
0.0009375183109045099,0.5554695065069651,0.40480820340606566
0.0009765815738588643,-0.021493660996838637,0.22264006439983344
0.001015644836813219,0.629783997279716,0.6744536249775372
0.0010547080997675734,0.500100517621771,0.5707542462290102
0.0010937713627219281,1.043825204940481,0.958807171342335
0.0011328346256762826,0.49602746574647244,0.5442292866002956
0.0011718978886306373,0.6941580405477493,0.6104302415959363
0.0012109611515849917,0.6364052480992882,0.569241719795906
0.0012500244145393464,0.8336352474436209,0.7844860280026023
0.001289087677493701,0.5702562855041875,0.37096593465355343
0.0013281509404480555,0.7082600935832388,0.5534693450854311
0.0013672142034024102,0.8403561544137119,0.914036434201336
0.0014062774663567647,0.5883092556427725,0.762937518367401
0.0014453407293111193,0.7534543662943636,1.1218603656566346
0.0014844039922654738,0.720521939219222,0.8899022392260002
0.0015234672552198285,0.9492848995849453,0.8779886969381366
0.001562530518174183,0.3102790495060436,0.5201611268637788
0.0016015937811285376,0.98294609990037,0.958603151357471
0.001640657044082892,0.9189695802301943,0.9203597069030991
0.0016797203070372468,0.5632747209141884,0.6835892970364132
0.0017187835699916012,0.7287632864519504,0.7432856094247837
0.0017578468329459559,0.8569131599249448,0.8122558642722114
0.0017969100959003103,0.5526402773327015,0.5476851167887844
0.001835973358854665,0.45072857485032086,0.34358295892065427
0.0018750366218090197,0.5484501606798853,0.5016254086242515
0.0019140998847633742,0.6601299566525489,0.638046526343143
0.0019531631477177286,0.9389790508654233,1.0223984849931982
0.0019922264106720833,0.479423517678926,0.7424511149185252
0.002031289673626438,0.5831155014724324,0.7853285314522465
0.0020703529365807927,0.8287371900185203,0.7815490341348018
0.002109416199535147,0.7466976268570319,0.566859290627989
0.0021484794624895016,0.4794285596591246,0.5234135214906449
0.0021875427254438562,0.8766217170389151,0.812646720444038
0.002226605988398211,0.25370426676563884,0.2541165649995085
0.002265669251352565,0.6552435241342078,0.7864710820033926
0.00230473251430692,0.6948212247302248,0.6564804112707084
0.0023437957772612745,0.4841002698510975,0.29758188921520085
0.002382859040215629,0.3169803703020533,0.5708415209526615
0.0024219223031699834,0.4190022077300993,0.568453759501448
0.002460985566124338,0.15591074080620204,0.0849332077070058
0.002500048829078693,0.6723005054311539,0.46179475037813605
0.0025391120920330475,0.35162775579752686,0.1617132660008907
0.002578175354987402,0.602993540070288,0.5917536625703743
0.0026172386179417564,-0.022668958470866668,-0.11685322964968593
0.002656301880896111,0.43448351504671195,0.42007619828138
0.0026953651438504657,0.466582037037673,0.3027061755436682
0.0027344284068048204,0.1409901913252878,0.36609917318848423
0.0027734916697591747,0.40018679950320846,0.5112878654579252
0.0028125549327135293,0.32782842571963616,0.3971400187703658
0.002851618195667884,0.2561927263007121,0.2807338241639399
0.0028906814586222387,0.3758853984752074,0.47514022221924546
0.002929744721576593,0.02667934794787799,-0.07282269048733855
0.0029688079845309476,-0.011345021581409057,0.24325246268022147
0.0030078712474853023,0.559764686474661,0.5280652653210498
0.003046934510439657,0.2537970178480815,0.2057691405491422
0.003085997773394011,-0.18030561755888502,-0.33116668155778384
0.003125061036348366,0.36284056050583174,0.171835014612639
0.0031641242993027206,0.3233274065617824,0.23105335598282545
0.0032031875622570752,-0.02545113974094372,-0.08025716776549542
0.00324225082521143,0.4806923293448038,0.6399846631430501
0.003281314088165784,0.11090182304317299,0.009571911328556545
0.003320377351120139,0.104889670420387,0.056030098731428224
0.0033594406140744935,0.2508173958644747,0.3564509697572799
0.003398503877028848,-0.5102691216140642,-0.21680642524161084
0.0034375671399832024,0.2284302620860574,0.38441951831365406
0.003476630402937557,0.7456324387965725,0.6735095952184029
0.0035156936658919118,0.19071223770020074,0.36016288369043026
0.0035547569288462665,0.33289007991076136,0.5231719935974188
0.0035938201918006207,0.5070424929787488,0.2760546794619587
0.0036328834547549754,0.01326447803801091,0.07194879194709071
0.00367194671770933,0.3911236044772189,0.3347754139299922
0.0037110099806636847,0.18756926482513994,0.3264242124912269
0.0037500732436180394,0.44284284321591283,0.397966345114788
0.0037891365065723936,0.4006351887076829,0.5202033274538275
0.0038281997695267483,0.5638861587083549,0.5838966644936603
0.003867263032481103,0.326307746130606,0.2741805413327953
0.003906326295435457,0.33836249844702504,0.39202490431330655
0.003945389558389812,0.46200562569627485,0.4913994693555299
0.003984452821344167,0.06357975793779293,0.08564563692068608
0.004023516084298521,0.0881334037602133,0.013744823849504845
0.004062579347252876,0.5799642837698719,0.31903760046730656
0.00410164261020723,0.12268285979457469,0.2645780346317146
0.004140705873161585,0.14650331555243126,0.12007829706496768
0.0041797691361159395,0.339151898045122,0.322294880471393
0.004218832399070294,0.5340474107166445,0.6416451003869629
0.004257895662024649,-0.05448221809202595,0.1471303834104386
0.004296958924979003,-0.1254285282775893,-0.013372695055589814
0.004336022187933357,0.12875876972280068,0.061144551268418584
0.0043750854508877125,0.19881934627184483,0.2629836877823136
0.004414148713842067,0.8351711903968924,0.6532579869216827
0.004453211976796422,0.37928843962887215,0.32922973711830666
0.004492275239750776,0.5517474591187214,0.43181969400277354
0.00453133850270513,0.23981933015827558,0.36410089053099526
0.0045704017656594854,0.4970022052089045,0.3594425981363186
0.00460946502861384,0.2123271554995637,0.23632710652675148
0.004648528291568195,0.41577865620314197,0.11364175325705331
0.004687591554522549,0.5345708205913561,0.47810759716931994
0.004726654817476903,0.38571932985336227,0.33680916571117503
0.004765718080431258,1.1108077627298814,0.8286256922179616
0.004804781343385613,0.4942663532837721,0.562065295709063
0.004843844606339967,0.34536296502303626,0.11220517423166643
0.004882907869294322,0.28369681544107406,0.6012428188563637
0.004921971132248676,0.6303960814878293,0.6151729883016502
0.004961034395203031,0.13991075264849784,0.16901470125120688
0.005000097658157386,0.31924276334949037,0.28213112415998726
0.00503916092111174,0.14392107839103913,0.11052209341788463
0.005078224184066095,0.4527666959143528,0.3804488588325601
0.005117287447020449,0.852996329678527,0.6784318823277304
0.005156350709974804,0.4807012138808689,0.48988164187231376
0.0051954139729291585,0.27271641145458914,0.14370303197472917
0.005234477235883513,0.5847643624213148,0.5464385062100218
0.005273540498837868,0.5981239991272038,0.379014810014049
0.005312603761792222,0.3941154547690734,0.4027974569251801
0.005351667024746576,0.49643543231550447,0.5102546090830484
0.0053907302877009315,0.5734983734472381,0.23449198934097223
0.005429793550655286,0.43927939982171016,0.3999419238170345
0.005468856813609641,0.33376101795131763,0.36951018608353964
0.005507920076563995,0.11130453144940379,-0.027079698073085384
0.005546983339518349,0.42684396158291704,0.21768106732632098
0.005586046602472704,0.13692661300656422,0.08297470244275751
0.005625109865427059,0.045651710218298946,0.1656606845646171
0.005664173128381414,0.1976056628080883,0.2627732798414243
0.005703236391335768,0.5262449677861838,0.5136224044819692
0.005742299654290122,-0.027996441723331128,-0.3015369451239939
0.005781362917244477,0.5572410088497175,0.3625327435800222
0.005820426180198832,0.1372697701169957,0.14675543750951334
0.005859489443153186,0.055340024006185484,0.25950826535401156
0.005898552706107541,0.5839498531798342,0.4059101903285611
0.005937615969061895,-0.012358593710668886,-0.2270503030108796
0.00597667923201625,0.3284145531097742,0.23479186258390528
0.006015742494970605,-0.09409570914918247,-0.07219446635265861
0.006054805757924959,0.1909386188047281,0.20668792312422712
0.006093869020879314,-0.0015079328717525799,0.0199831433599411
0.006132932283833668,0.21606249831452415,0.1421083239117245
0.006171995546788022,-0.12518571349741447,-0.045673229774788805
0.0062110588097423775,-0.005223826364950945,0.08874936471810439
0.006250122072696732,-0.08149044141230406,-0.23141218308628425
0.006289185335651087,0.05951803261299657,0.07868349721563846
0.006328248598605441,0.19891690111161017,0.3012876627403232
0.006367311861559795,0.0693595493884086,0.0061336295030307575
